Genero,Titulo,Autor,Descripcion,Embeddings
ficcion,Carta al padre,Franz Kafka,"He aquí el inicio de una carta que constituye la piedra de toque y la clave de la concepción del mundo más angustiosa y atrayente del presente siglo:«Hace poco me preguntaste por qué digo que te tengo miedo. Como de costumbre, no supe darte una respuesta, en parte precisamente por el miedo que te tengo, en parte porque para explicar los motivos de ese miedo necesito muchos pormenores que no puedo tener medianamente presentes cuando hablo. Y si intento aquí responderte por escrito, sólo será de un modo muy imperfecto, porque el miedo y sus secuelas me disminuyen frente a ti, incluso escribiendo, y porque la amplitud de la materia supera mi memoria y mi capacidad de raciocinio».","[-0.07490458  0.19360547 -0.22224748 -0.25808343  0.04275957 -0.08145813
  0.02242281  0.13828477  0.16613512 -0.45912597  0.06837945 -0.30278885
  0.05390472 -0.12110077  0.4449093   0.00614084  0.57943314  0.42073056
  0.58447987 -0.06686807  0.29300484 -0.19583733 -0.12711826  0.215198
 -0.5117754   0.3937053   0.18985015  0.29986432 -0.46067992 -0.10723887
 -0.18678443 -0.10956074 -0.05193891  0.08066329  0.23752563  0.20328017
  0.48039445 -0.6219823  -0.16678512  0.0814952  -0.13934049 -0.06010778
 -0.27039024 -0.1112376  -0.20911786 -0.41423357 -0.16733356  0.1988302
 -0.07284516  0.23928364 -0.32089198 -0.10423116 -0.28377113 -0.2386932
 -0.05620795  0.09810328  0.05139177  0.13019091  0.2018017   0.17084277
 -0.17111313  0.38196388  0.00473388  0.10286923  0.335823    0.07802117
  0.00459871  0.03639649 -0.69867915  0.10210089  0.14568418 -0.04618452
  0.45576254  0.14185584 -0.18864384 -0.3958394  -0.31420073  0.0035793
 -0.55969983  0.08633713  0.24954478  0.0113804  -0.27656987  0.0782937
 -0.02338164 -0.07663812 -0.14610447  0.24096078  0.6077487  -0.30669922
 -0.21470103 -0.29177883 -0.27245483  0.19421023  0.26172194  0.18085521
  0.11318704  0.26297963  0.12864372  0.2981386  -0.08838131  0.29126173
 -0.03995696  0.12318227 -0.16688837  0.30242303  0.276593    0.3530844
  0.09435558  0.06881187 -0.42442033  0.01001345  0.29527053 -0.03601897
 -0.35844773 -0.4586597   0.10799246 -0.18547685  0.21137065 -0.08345435
  0.7224788   0.17214161 -0.3392194   0.24081221 -0.05998275 -0.30937606
  0.0954219  -0.17236254  0.04021763  0.7385953   0.18416825  0.5799529
  0.12082352  0.02965007 -0.19519381  0.0902908  -0.15660027  0.18501937
 -0.31292212 -0.43278408 -0.12991092 -0.22000796 -0.0433438   0.1320681
 -0.18032585 -0.3676859   0.28250426  0.01022234  0.17426987 -0.31988743
 -0.00655971 -0.1219928   0.01485772  0.17266077 -0.4731693  -0.14029394
 -0.48203623  0.34974158  0.14247048  0.07292076  0.00530893  0.11140048
 -0.00112953 -0.06588218  0.4262617   0.11614123 -0.18177141  0.21052256
 -0.05604853  0.17963661 -0.04433287 -0.07151267 -0.22116996  0.15956981
  0.26266164 -0.04917724  0.29123992  0.064087    0.02315313 -0.59957
 -0.21195124  0.1754372  -0.08126451  0.30581182 -0.48632705 -0.16541769
 -0.46718058 -0.36624876  0.38090903  0.41215143 -0.156734    0.07841261
 -0.09432217 -0.04826882 -0.08173037  0.32009396  0.16033919  0.16117129
 -0.07924484  0.29564118 -0.19859765  0.09566914  0.02457041 -0.2756093
  0.25896615  0.19503239  0.29607877 -0.0411154  -0.15537183 -0.3004507
 -0.10487698  0.42516017  0.2392803   0.56474966  0.42017412 -0.04440472
  0.09861253  0.29316968 -0.0607411  -0.32474256  0.29460606 -0.900234
  0.0076013   0.1316386   0.3946691   0.1165234  -0.14522912  0.33618012
  0.14590566 -0.38933983 -0.03812459  0.14595033  0.65042675  0.29271856
 -0.36427402 -0.01933667  0.09584278 -0.11805349  0.22609614  0.49320874
 -0.13157392 -0.3167136   0.04798754 -0.06848154 -0.14937678 -0.56140935
  0.0601344   0.13502671 -0.04729649 -0.03541781  0.05474758 -0.12510039
 -0.24605635 -0.18051898  0.11117165 -0.30773062 -0.21410784 -0.2073746
 -0.25751054  0.09813371 -0.41402945  0.28974932 -0.11176515  0.47313184
 -0.323469   -0.07162756 -0.27851757  0.43371987 -0.24281767  0.35770607
  0.21677579 -0.71638495  0.19801064  0.0178835   0.26273134  0.07561865
 -0.3710897   0.11097375  0.03036202  0.47226608 -0.03264519 -0.04157102
 -0.32299516 -0.125389    0.41388306  0.764569   -0.6365359  -0.06697018
  0.11058631 -0.23865634 -0.3180336   0.11688837  0.15275338  0.50185966
 -0.22605202 -0.24982345 -0.09942997  0.15678807 -0.35681865 -0.17072846
 -0.41014495  0.3349557   0.26269007  0.06718464 -0.15730822 -0.13479385
 -0.328906   -0.1378187   0.3277006  -0.05821723 -0.68688285  0.2560989
  0.0245787   0.24708788  0.18766885  0.2922478   0.12318698 -0.21392578
 -0.1752355   0.04922137  0.02631091  0.10770479 -0.7538795   0.0289785
 -0.11079388 -0.2729619   0.14441854  0.06546438 -0.04698073 -0.09277097
 -0.01044363 -0.39989188 -0.43481824 -0.1054947  -0.14326495  0.15195341
  0.4672492  -0.15999515 -0.32952264 -0.02454963 -0.04003994  0.12120857
 -0.2658123  -0.45761654 -0.12096164 -0.19730563 -0.41178346 -0.11898978
  0.32243145  0.08075204 -0.25548717  0.01404425 -0.05381203 -0.3291808
 -0.22051144  0.08369691  0.17815207 -0.37759674  0.14958887 -0.28968412
  0.6604184   0.3292289  -0.16470255  0.25734988  0.05694275  0.20913719
  0.12149619  0.23664746  0.09185545  0.05463338 -0.39216676 -0.13755411
  0.34374893  0.33200082 -0.11758775  0.0052316   0.17737287  0.20991118
  0.16094571  0.23623213  0.12689836  0.11748023  0.08644447 -0.02340378]"
ficcion,La noche de Walburga,Gustav Meyrink,"1914. La decadente Praga del imperio austrohúngaro se ve envuelta en una revuelta popular que parece la reinvención de antiguas sediciones husitas. A la apolillada nobleza que se mueve en torno a la condesa Zahradka, se contrapone la pasión de Polixena y su joven pretendiente Ottokar, arrastrados por el delirio de la noche de brujas que hará realidad sus presentimientos.","[ 0.01519403  0.52981484  0.09358525  0.02627913  0.04916302 -0.43514162
 -0.37091595  0.13705611  0.16247062 -0.2638689   0.14819399 -0.77213174
 -0.23800682  0.2030068  -0.0877153  -0.02038977 -0.04027776  0.40725264
  0.50266653  0.25143602  0.7389969  -0.38110137  0.39272133 -0.00951836
  0.09964915  0.5373815   0.09167534  0.1562671  -0.19719483  0.16237321
 -0.21824712  0.10171263  0.15715142  0.27332985 -0.01097387  0.18746556
  0.79646873 -0.15316758  0.0376723   0.13391791  0.00946643  0.06905769
 -0.35431665  0.05167174 -0.14618093 -0.32032457 -0.01452264 -0.01485016
  0.17331906  0.10515434 -0.35563987 -0.09886684 -0.23922077 -0.17887871
  0.5383066  -0.1366643   0.37636662  0.10262261  0.32625654  0.50491834
 -0.27275142  0.03965984  0.28746662 -0.06196324 -0.13082078  0.25016
 -0.3087283   0.54977506 -0.7459661  -0.20853274 -0.40384144 -0.17808406
  0.2426659   0.16045655  0.05998126 -0.09313595 -0.28594106 -0.29926723
 -0.33296737  0.00771336  0.75244415 -0.07311378 -0.2993068  -0.106732
 -0.02238748  0.11696249 -0.05316223  0.01287352  0.6802406  -0.23144029
  0.01309599 -0.05134299 -0.18048896  0.4273868   0.37173995  0.14442356
  0.1044561   0.16727322  0.06306369 -0.01380565 -0.08716754  0.25259563
  0.06313453  0.12031196 -0.5844484   0.17183028  0.04304499  0.48849633
 -0.1588273  -0.27107155 -0.10965113 -0.27037793  0.01359787 -0.20469907
 -0.19083704 -0.39341518  0.08327643 -0.20200223 -0.04412531 -0.28345978
  0.58337295 -0.13356075 -0.40402082 -0.00955757  0.09261671 -0.13392755
  0.13331026 -0.12668574  0.16189003  0.33252832  0.10069732  0.25181967
 -0.27325395 -0.04209133 -0.21575116 -0.03041041  0.3747163  -0.06778141
  0.18365286 -0.58181363 -0.34463528 -0.20395026  0.00276124  0.17878273
 -0.09850978 -0.52124465  0.01749986  0.25615665 -0.14266644  0.4961836
 -0.26493374 -0.52644265  0.19831724 -0.08720067 -0.10971043 -0.3383017
 -0.18745315  0.3603336  -0.10897474 -0.21148093 -0.01406399  0.2925697
  0.2579949   0.2928483   0.19760838  0.07419483 -0.19212528  0.24656624
  0.00334435  0.07040811  0.3576483  -0.093877    0.381663    0.1604535
  0.02613749 -0.11293735  0.19105253  0.32738337 -0.02935941 -0.2144361
 -0.3616769  -0.11703712  0.01792287  0.24101467 -0.40876988 -0.0898883
 -0.445111   -0.24161288  0.15926142  0.05675668 -0.4210711  -0.20697542
  0.02523782  0.15123421 -0.34410995  0.6432738   0.10570884  0.4449418
 -0.15900041  0.26277164 -0.6222831  -0.04964893  0.283541   -0.23900102
  0.24169298 -0.21427028 -0.26124212  0.08880506  0.38864455  0.00128484
  0.05012337 -0.04122549  0.38162017  0.6262757   0.39655337  0.64629805
  0.11804418  0.06353424  0.27959973 -0.07813336  0.50414    -0.48829818
 -0.04030895 -0.20031908  0.22103511  0.20395926  0.01077335  0.16455404
 -0.1542996  -0.26511222 -0.5542526   0.2274564   0.13872546  0.07754274
  0.10607677 -0.25774357  0.29192355 -0.09446174 -0.10377192  0.47094145
 -0.23300928 -0.43045855 -0.47308096  0.04175771  0.1336212  -0.26772678
  0.80430543  0.1141993  -0.11332775  0.3058381   0.01029911 -0.0093354
  0.15714337  0.04643504 -0.01857124 -0.42081985 -0.2037342   0.09053428
  0.10611083  0.13576481  0.03293819 -0.11509047 -0.32344872  0.09999594
 -0.15543237 -0.08931399 -0.42119664  0.71076196 -0.52574825  0.39050013
  0.02467223 -0.46093372  0.45160165  0.00764557 -0.01769861  0.15242268
 -0.22140032 -0.15765819  0.07190412  0.05205157  0.70994675  0.01397691
 -0.27151594  0.24397175 -0.04473312  0.39179155 -0.1494461  -0.51792103
  0.14724036 -0.0045617  -0.18020833  0.19632801  0.04259747  0.41596043
  0.2557892   0.21990904 -0.8477708  -0.28234926 -0.15946421  0.0905048
 -0.349135    0.10794199 -0.15234143 -0.04547573  0.10792392 -0.20378241
 -0.14058003  0.0119847  -0.5987536  -0.41717342 -0.41894117  0.23658893
  0.02240535  0.17224866  0.26263177 -0.0527939   0.2180706  -0.03318056
 -0.30330437 -0.25831428  0.08112335  0.10336782 -0.5008402  -0.03709391
  0.06212906 -0.2150766   0.00097139  0.07546314  0.05426748 -0.14661616
  0.23951264 -0.07787016 -0.20950538  0.23323807 -0.03378202 -0.43884856
  0.12403321 -0.30745426 -0.23862948 -0.02390151  0.09845083 -0.05837104
  0.03173188 -0.29936418 -0.23794155 -0.11980549 -0.46678856 -0.10752477
  0.5108949   0.00575444 -0.2767543   0.25231728 -0.21330798 -0.25399283
 -0.72363406  0.18543932 -0.08717262 -0.10259192 -0.25774437 -0.7200946
  0.7365434  -0.19940616  0.00609673  0.3604889   0.46887904 -0.2687002
  0.10742801 -0.14059763  0.08902786 -0.06827755 -0.03273797  0.23807605
  0.10702316  0.34885588 -0.37223652  0.09092975  0.13013248  0.31668404
 -0.19200848  0.1979409   0.29363537  0.1815918   0.03450535 -0.05212423]"
ficcion,El dinosaurio,Augusto Monterroso,"Microrrelato del autor hondureño, uno de los mayores especialistas en la materia en la literatura en español. Breve y conciso, ha sido objeto, sin embargo, de múltiples estudios y análisis.","[ 2.56038457e-01  3.82826999e-02  4.03510816e-02 -6.71700358e-01
 -4.04871792e-01 -5.42988062e-01 -5.85143715e-02  1.40934467e-01
  5.32169104e-01 -3.04084122e-01  3.98487538e-01 -8.92424956e-02
 -8.48750994e-02 -1.46304294e-01  2.52405822e-01  2.05100197e-02
  1.19421273e-01  5.13751864e-01  2.24987805e-01  1.83177799e-01
  4.03454691e-01 -2.08824068e-01 -1.86578721e-01  5.26064813e-01
  8.23965594e-02  3.17358285e-01  2.31636703e-01  3.68866026e-01
 -2.69380629e-01  1.31639689e-01 -3.58588964e-01  5.48605800e-01
  1.44287288e-01 -1.23109974e-01 -2.43019581e-01 -2.58589208e-01
  9.86778662e-02  2.76412666e-01  1.96485519e-02 -1.18905582e-01
 -3.88618171e-01 -3.01844209e-01 -4.13206294e-02  1.96093395e-02
 -2.88219094e-01 -6.37366027e-02 -2.42342159e-01  4.72802490e-01
  4.84958202e-01 -1.01074137e-01 -5.55541217e-02 -6.39380291e-02
 -6.59700260e-02 -3.38524401e-01 -4.33389619e-02  1.44399077e-01
  1.67848751e-01 -1.21110506e-01  4.03956413e-01  5.98654389e-01
  3.15622956e-01  5.56188263e-02  3.37688565e-01  2.16087013e-01
 -5.31907976e-01  1.59252495e-01  4.56852347e-01 -1.20540624e-02
 -7.89556086e-01  1.15413107e-01  1.22453146e-01 -6.82597280e-01
 -2.73953736e-01  7.09181949e-02 -2.43435055e-01 -3.26896280e-01
 -2.08222151e-01 -8.20284843e-01 -3.38132352e-01  1.90494373e-01
  2.16948628e-01  4.05139416e-01 -2.77151942e-01 -2.17637181e-01
  1.80029664e-02  3.14001232e-01 -8.05492420e-03  3.71091545e-01
  5.24453223e-02 -3.16663869e-02 -3.68573099e-01 -4.53161001e-02
  2.05371991e-01 -3.85101251e-02  4.32769954e-01  1.32420897e-01
  1.08576771e-02 -3.76070999e-02  2.57471949e-01  3.72103229e-02
 -3.26372683e-02  1.60048932e-01  8.66727903e-03 -1.18484370e-01
 -3.83922011e-01  3.70898962e-01  5.93102694e-01 -3.08012217e-01
  1.34849161e-01  1.66004851e-01 -4.67061877e-01  1.93726584e-01
  3.38272274e-01  1.49893507e-01 -2.03928128e-01 -2.57518254e-02
  4.91484441e-02 -3.13371539e-01  1.19419836e-01  5.40878356e-01
  2.98480779e-01  2.89502412e-01 -3.18078816e-01  4.17603731e-01
  6.57146633e-01  1.47726089e-01  2.32157156e-01 -1.17150560e-01
 -2.03572616e-01  1.73378497e-01  1.72265485e-01  2.65875369e-01
  2.70977259e-01  2.92606115e-01 -4.55058843e-01 -7.03708649e-01
  4.75750029e-01  1.43321007e-02 -1.70350015e-01 -3.22485685e-01
 -4.36054558e-01  6.71928078e-02  4.69189079e-04  1.87499747e-01
 -4.06682134e-01 -1.44698337e-01  1.76933840e-01 -9.98516083e-02
 -1.71283558e-01 -1.85001701e-01  1.74324196e-02  1.69317629e-02
 -2.69843638e-01  1.21949621e-01  5.74759766e-02  2.23005004e-03
  2.79522717e-01  2.34906062e-01 -1.05521649e-01 -3.31158668e-01
  1.47947520e-01  6.98341429e-02 -1.40397742e-01  2.72542536e-01
  1.63375229e-01  9.55304056e-02 -3.31908733e-01  2.09231317e-01
 -2.02847059e-05  4.39664602e-01 -2.75765955e-01 -1.66352555e-01
 -2.87946492e-01 -3.46384197e-02  2.44486883e-01  8.06827173e-02
  8.02525282e-01  2.00415865e-01 -1.25307798e-01 -5.12143850e-01
 -4.94360000e-01  6.29199892e-02 -2.16253139e-02  1.10399030e-01
 -3.62840772e-01  2.31790572e-01 -2.51868755e-01 -2.71391839e-01
 -1.73917055e-01  6.84288204e-01 -7.02602416e-02  1.58736110e-03
  2.64116675e-01  3.39801833e-02 -1.99588221e-02  2.83924580e-01
 -1.14520535e-01 -7.43523061e-01 -4.36028056e-02 -3.56339067e-01
 -7.42352605e-02  3.83108258e-01  5.12824580e-02  8.13304186e-02
  1.34836053e-02  2.31368184e-01  1.65881410e-01 -1.87642932e-01
 -6.27318561e-01  3.06251824e-01  9.09816101e-02  1.91553593e-01
  1.71738058e-01  1.64939001e-01 -4.41101007e-02  8.88276994e-02
  6.32075891e-02  3.01439524e-01 -2.85972714e-01 -3.76220852e-01
  1.81561261e-02 -2.30090857e-01 -2.49892756e-01 -3.08750644e-02
 -8.95010114e-01  5.00103652e-01 -6.94306940e-02  2.78251976e-01
 -2.01359719e-01  2.54908055e-02 -1.89553395e-01  1.16662413e-01
  2.61998832e-01 -3.56342047e-02 -1.79414093e-01  1.67720169e-01
  8.05000365e-01 -2.16766551e-01  2.87559092e-01  8.12745392e-02
 -1.81327999e-01 -3.23059894e-02 -1.07588895e-01 -7.97642320e-02
 -1.24907099e-01 -5.75184703e-01  8.36749747e-02 -6.89500850e-03
 -1.33546874e-01  6.41270757e-01 -6.41743004e-01  9.27656516e-02
 -3.08560073e-01 -3.11462376e-02  1.60430625e-01 -3.28502119e-01
  2.30294794e-01 -6.61483467e-01 -3.91868539e-02 -2.99532443e-01
  2.44575012e-02 -2.81273033e-02  2.21128631e-02  3.00352275e-01
 -3.96049440e-01 -1.78367347e-02  3.30332927e-02 -5.79926856e-02
 -3.88226002e-01  1.37015656e-01  9.98368934e-02 -8.80848765e-01
  3.09549183e-01 -2.85537034e-01  4.27115187e-02  3.14905047e-01
 -7.96296299e-02 -2.98848655e-02  2.86892559e-02  2.74559349e-01
  6.49780095e-01  5.58828861e-02  1.49794966e-01  1.60783246e-01
 -3.07171881e-01  7.61444792e-02 -2.22553639e-03  3.51278670e-02
  1.69595942e-01 -6.94644600e-02 -2.31342688e-01 -2.93668509e-01
  2.31304076e-02  7.75898248e-02 -5.94034120e-02  3.19926471e-01
 -4.67020303e-01 -9.97399241e-02 -1.57622784e-01 -3.89027297e-01
 -3.23200166e-01  1.45511687e-01  1.92048281e-01 -5.66023648e-01
  1.17072456e-01 -1.03365324e-01 -3.52711290e-01 -2.51086026e-01
 -8.56368616e-02 -3.53645205e-01 -6.20545745e-01  1.27439737e-01
  4.22512800e-01  5.00129104e-01  1.53823256e-01  3.30972999e-01
 -4.30589110e-01  1.15319811e-01  3.54557782e-01  2.57066816e-01
  4.18857753e-01 -1.25717163e-01 -9.29923877e-02 -1.12902932e-01
 -1.44767389e-01 -4.39661980e-01 -6.34885505e-02  3.38922709e-01
 -2.07713977e-01 -2.49606129e-02  1.59222946e-01  6.49874359e-02
 -2.32167304e-01 -3.53436083e-01 -2.55285725e-02  1.65751278e-01
  3.09043318e-01 -1.00520283e-01 -2.26253688e-01 -2.42330916e-02
 -5.75565323e-02  2.43196517e-01 -3.13825190e-01 -5.93262494e-01
 -1.21157475e-01 -2.89015681e-01 -1.36677399e-01  4.38977689e-01
 -3.33327144e-01 -1.90928206e-01 -1.38879523e-01  4.23516661e-01
 -1.48882955e-01 -5.18819034e-01 -6.10897303e-01 -1.70722045e-02
 -3.22502941e-01  3.01507115e-01  4.00162071e-01  1.62527874e-01
  3.71452808e-01 -3.63302678e-02 -7.32809782e-01  6.02374505e-03
  4.05650645e-01  9.94361639e-02  2.04462320e-01  5.33047378e-01
 -6.14839680e-02 -1.95543692e-01  5.45890257e-02  3.62550840e-02
  3.64175498e-01  1.47647619e-01  4.48074974e-02 -1.58511057e-01
  1.99395344e-01  2.51918316e-01  1.35109335e-01  1.32171169e-01
 -1.24716954e-02  3.33902270e-01  6.60621941e-01 -2.00139359e-01]"
ficcion,Capitanes intrépidos,Rudyard Kipling,"Escrita durante su periodo de residencia en Estados Unidos,Capitanes intrépidos(1897) es la única novela de ambiente americano de Rudyard Kipling (1865-1936) y fue precedida de una minuciosa tarea de preparación que incluyó visitas al puerto de Boston y al pueblo pesquero de Gloucester, amén de conversaciones con antiguos marinos, además del pertinente trabajo documental, a fin de adquirir un sólido conocimiento de la vida de los pescadores de los Grandes Bancos del Norte.Libro clásico de aventuras y relato de iniciación, la obra narra las peripecias de Harvey Cheyne, un niño malcriado e hijo de un multimillonario, que, tras caer al mar desde la cubierta de un lujoso vapor, es recogido por un barco de pescadores.","[-8.57325047e-02 -8.14947262e-02 -1.74743876e-01 -3.85709971e-01
 -5.01197316e-02 -3.35594445e-01  2.81416506e-01  1.34109780e-01
  2.34751254e-01 -1.91791236e-01  3.25745255e-01 -2.88017452e-01
 -9.73896496e-03  2.04864983e-02  2.83654081e-03 -2.16942150e-02
  9.02800635e-02  2.47466996e-01  8.96201313e-01  8.04576352e-02
  6.51493847e-01 -2.10982263e-01  5.47684096e-02  3.04856390e-01
 -6.36261925e-02  2.61944979e-01 -1.03938639e-01  3.92340958e-01
 -4.60703254e-01 -1.94202006e-01 -2.20174491e-01  5.31213805e-02
 -3.59995663e-02  1.80720657e-01  5.80205977e-01  2.66439468e-01
  4.43461120e-01  5.24903089e-02 -2.39147007e-01 -4.20799963e-02
 -1.69718117e-01 -1.45168468e-01 -1.18694723e-01 -2.99661327e-02
 -1.22914150e-01 -1.23071350e-01  2.39236150e-02  1.40274823e-01
 -3.18953022e-02  8.08952972e-02 -6.58377707e-02 -2.06017435e-01
  5.94512783e-02 -1.71730563e-01  4.23899859e-01 -1.71361774e-01
 -2.28523538e-02 -9.67574716e-02  4.27018739e-02  1.29482955e-01
 -9.53878313e-02  2.03031287e-01 -2.46984318e-01  1.33853897e-01
 -1.40084133e-01  1.16598614e-01 -2.12080464e-01 -2.15227902e-01
 -4.24680054e-01 -7.82367494e-03 -7.92824328e-02 -1.69099644e-01
  2.59295583e-01  1.95737988e-01  7.12704239e-03 -2.08853204e-02
 -3.75887692e-01  2.79010162e-02 -6.91784918e-01  8.84955283e-04
  4.29977864e-01  1.55649856e-01  4.01706286e-02 -5.68709932e-02
 -2.30304226e-01  1.15578018e-01 -6.75075650e-02  6.77080601e-02
  4.66446102e-01  3.53103466e-02 -8.79398957e-02  2.48127371e-01
 -1.70678511e-01 -4.77542123e-03 -9.16460976e-02 -1.06945962e-01
  3.13488543e-01  1.46177905e-02  4.12952781e-01  1.69575751e-01
 -3.87639672e-01  1.47371799e-01 -6.81631640e-02  1.95255145e-01
 -2.92550623e-01 -2.06868291e-01  2.94420451e-01  2.53053419e-02
  1.68538287e-01  2.18617663e-01 -4.81668830e-01  5.48639521e-02
  1.96346983e-01 -1.20842913e-02  5.54215647e-02 -8.58740956e-02
  1.30585343e-01 -1.90862551e-01  5.14123082e-01 -1.76551953e-01
  4.56078142e-01  4.69482780e-01 -2.32703045e-01  2.03645393e-01
  1.68902978e-01 -5.68511933e-02  3.59771132e-01 -9.01558474e-02
  7.89159164e-02  4.57429975e-01  4.44971956e-02  6.43024266e-01
  2.47570395e-01  2.75110126e-01 -1.82529107e-01 -2.62918502e-01
  1.16409585e-01  9.76204649e-02 -2.70971179e-01 -4.99546051e-01
 -3.73876363e-01 -7.59760439e-02  7.64302909e-02  4.56299812e-01
 -2.58400083e-01 -3.51457804e-01  3.73324692e-01 -1.64098330e-02
  1.37691319e-01 -2.54981518e-02  8.06396306e-02 -2.20861822e-01
  1.61444694e-01  2.78695881e-01 -3.12423408e-01  3.99076045e-02
 -3.02678853e-01  1.45136654e-01  1.32202432e-01  1.50490507e-01
  1.14268221e-01 -1.98239326e-01  2.37333596e-01  1.80585593e-01
  3.10027570e-01  7.28072897e-02 -1.25801474e-01  3.71179819e-01
  5.98812811e-02  1.22595340e-01  2.28086054e-01 -2.18028426e-01
  8.52664560e-02  2.78322160e-01  2.40873113e-01  2.32761558e-02
  3.93654376e-01  1.54236495e-01  1.60013676e-01 -4.41775322e-01
 -5.03690481e-01  8.84972736e-02 -2.83996612e-01  1.02661267e-01
 -3.15817803e-01 -4.86558735e-01 -2.71955550e-01 -2.31559068e-01
  2.04394534e-02  6.31061792e-01 -3.74949398e-03 -7.70105794e-02
 -8.90012681e-02 -2.13322252e-01  1.23444937e-01  3.94734263e-01
  9.40110460e-02 -1.26482695e-01 -4.08517540e-01 -2.88322940e-02
 -1.24454521e-01 -4.89835478e-02  4.26396392e-02 -2.22887337e-01
 -2.55436063e-01 -6.70324340e-02  4.10984784e-01  9.66663361e-02
 -1.53978646e-01 -2.09934399e-01  8.08165874e-03  2.79776007e-01
  1.95629224e-01  1.48452163e-01  2.75983304e-01  2.64192075e-01
  1.41491219e-01  1.98323146e-01 -3.90054405e-01 -2.32461035e-01
  1.76246057e-03 -4.59813625e-01 -4.81331274e-02 -1.58889908e-02
  3.24336350e-01 -2.04693705e-01  3.48367989e-01  9.34016705e-02
  1.49426296e-01 -2.77105540e-01 -2.14785427e-01 -6.73709437e-02
  4.90293324e-01  6.18915930e-02 -3.49683881e-01  7.49339759e-02
  4.37616587e-01  1.10428527e-01  2.91407555e-02  4.02667642e-01
 -3.78453702e-01 -2.40658954e-01 -1.12985320e-01  1.63375095e-01
  1.41631320e-01 -4.24234271e-01  2.88434535e-01 -9.53816026e-02
 -1.96454749e-01  3.08663677e-02  4.01433185e-02  2.93748170e-01
 -3.66243869e-02  1.88672855e-01  2.89327838e-02 -6.65970072e-02
 -2.82362700e-01 -2.97880411e-01 -2.55602133e-03  1.78429559e-01
 -3.50802839e-02  1.86190128e-01 -2.41671339e-01  1.80386722e-01
  6.83302293e-03 -1.50680259e-01 -3.86919677e-01  1.92894787e-01
  1.26257753e-02  5.55734197e-03  2.63497625e-02 -3.21589530e-01
  2.18048796e-01  3.51402257e-03  4.12317254e-02  1.63992733e-01
 -3.47999036e-01 -8.60552397e-03  6.41509742e-02  3.03927958e-01
 -5.60027733e-02 -6.29102811e-02 -2.43618682e-01  2.60380208e-01
  6.96810856e-02  3.39864671e-01 -4.63665247e-01 -4.05519642e-02
  2.51040876e-01 -9.24970433e-02 -9.35243741e-02  2.11632296e-01
  1.16453186e-01  1.64751381e-01  5.64573966e-02 -5.39489388e-01
 -4.18724298e-01 -7.84914494e-02  4.64762561e-02 -1.37554780e-01
 -1.98125377e-01  2.16124341e-01  1.99821264e-01 -6.21972121e-02
  1.13749407e-01  7.96659943e-03 -1.03715815e-01  6.11568522e-03
  2.87122220e-01  9.92849171e-02 -3.88020128e-01  1.54862136e-01
  1.79814205e-01  1.13040790e-01  2.30772078e-01  2.58070499e-01
 -3.77670489e-02 -2.26559937e-01 -2.95679629e-01 -1.94293916e-01
  3.21774073e-02  2.86748201e-01 -4.97789025e-01 -2.61101127e-01
 -4.05953437e-01 -5.36836445e-01  1.61826700e-01 -6.46688715e-02
 -4.14881594e-02 -2.69057393e-01  9.91136134e-02 -1.38040543e-01
 -4.62043047e-01  4.87868264e-02  2.09177732e-02  1.87706307e-01
  1.71723261e-01 -2.63613760e-01 -2.26109490e-01  3.52107175e-02
 -3.27867806e-01  5.51231802e-02 -2.94343024e-01 -8.02500904e-01
 -2.27682725e-01 -2.50689033e-02 -2.60145098e-01 -1.86471969e-01
  1.60285830e-01  6.25010580e-02 -1.00672938e-01 -1.18148588e-01
 -1.83062613e-01 -1.94368232e-02 -2.57094085e-01  1.15029506e-01
 -2.40500808e-01 -1.69226855e-01  2.61519730e-01 -1.51123226e-01
  6.14948988e-01  1.53312877e-01 -1.09549843e-01  6.78752642e-03
 -2.62634456e-01  9.93039310e-02 -1.02266017e-02  2.18927026e-01
 -1.15276478e-01  2.12400377e-01 -2.60324597e-01 -3.92705560e-01
  2.74694860e-01  4.18966524e-02  3.76036987e-02 -1.39591426e-01
  2.89246857e-01  1.18633434e-01 -5.76728433e-02  9.56941620e-02
  4.96335886e-02 -1.12816408e-01  1.09897293e-01  2.53638387e-01]"
